id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit,profit_percentage,primary_title,start_year,genres
89,2018,Adrift,35000000,"$31,445,011",57897191,22897191,0.6542054571,Adrift,2018.0,"Action,Adventure,Biography"
53,2013,After Earth,130000000,"$60,522,097",251499665,121499665,0.9346128077,After Earth,2013.0,"Action,Adventure,Drama"
81,2019,Aladdin,182000000,"$246,734,314",619234314,437234314,2.402386341,Aladdin,2019.0,"Adventure,Comedy,Family"
100,2012,Alex Cross,35000000,"$25,888,412",35426759,426759,0.01219311429,Alex Cross,2012.0,"Action,Crime,Mystery"
44,2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,"$66,954,149",101379287,73379287,2.620688821,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014.0,"Comedy,Family"
51,2010,Alice in Wonderland,200000000,"$334,191,110",1025491110,825491110,4.12745555,Alice in Wonderland,2010.0,"Adventure,Family,Fantasy"
51,2010,Alice in Wonderland,200000000,"$334,191,110",1025491110,825491110,4.12745555,Alice in Wonderland,2010.0,"Fantasy,Musical"
26,2016,Alice Through the Looking Glass,170000000,"$77,042,381",276928112,106928112,0.6289888940999999,Alice Through the Looking Glass,2016.0,"Adventure,Family,Fantasy"
12,2017,Alien: Covenant,97000000,"$74,262,031",238521247,141521247,1.458981928,Alien: Covenant,2017.0,"Horror,Sci-Fi,Thriller"
24,2019,Alita: Battle Angel,170000000,"$85,710,210",402976036,232976036,1.370447271,Alita: Battle Angel,2019.0,"Action,Adventure,Sci-Fi"
91,2017,All Eyez on Me,45000000,"$44,922,302",54876855,9876855,0.21948566670000003,All Eyez on Me,2017.0,"Biography,Drama,Music"
47,2016,Allied,106000000,"$40,098,064",119266661,13266661,0.1251571792,Allied,2016.0,"Action,Drama,Romance"
81,2016,Almost Christmas,17000000,"$42,065,185",42493506,25493506,1.4996180000000001,Almost Christmas,2016.0,"Comedy,Drama"
3,2015,Aloha,37000000,"$21,052,030",25387091,-11612909,-0.3138624054,Aloha,2015.0,"Comedy,Drama,Romance"
79,2018,Alpha,51000000,"$35,851,379",99624873,48624873,0.9534288823999999,Alpha,2018.0,"Adventure,Drama,Family"
80,2010,Alpha and Omega,20000000,"$25,107,267",48958353,28958353,1.44791765,Alpha and Omega,2010.0,"Adventure,Animation,Comedy"
49,2011,Alvin and the Chipmunks: Chipwrecked,80000000,"$133,107,389",349088523,269088523,3.363606538,Alvin and the Chipmunks: Chipwrecked,2011.0,"Adventure,Animation,Comedy"
56,2015,Alvin and the Chipmunks: The Road Chip,90000000,"$85,886,987",249517956,159517956,1.772421733,Alvin and the Chipmunks: The Road Chip,2015.0,"Adventure,Animation,Comedy"
28,2017,American Assassin,63000000,"$36,249,674",68310140,5310140,0.08428793651000001,American Assassin,2017.0,"Action,Thriller"
80,2013,American Hustle,40000000,"$150,117,807",257878294,217878294,5.44695735,American Hustle,2013.0,"Crime,Drama"
32,2017,American Made,50000000,"$51,342,000",135569212,85569212,1.71138424,American Made,2017.0,"Action,Biography,Comedy"
26,2012,American Reunion,50000000,"$56,758,835",236799211,186799211,3.73598422,American Reunion,2012.0,Comedy
57,2014,American Sniper,58000000,"$350,126,372",547326372,489326372,8.436661586,American Sniper,2014.0,"Action,Biography,Drama"
72,2015,American Ultra,28000000,"$14,439,985",30295028,2295028,0.08196528571,American Ultra,2015.0,"Action,Comedy,Sci-Fi"
51,2012,Amour,9700000,"$6,738,954",36787044,27087044,2.792478763,Amour,2012.0,"Drama,Romance"
92,2013,Anchorman 2: The Legend Continues,50000000,"$127,352,707",172185754,122185754,2.44371508,Anchorman 2: The Legend Continues,2013.0,Comedy
13,2012,Anna Karenina,49000000,"$12,816,367",71004627,22004627,0.4490740204,Anna Karenina,2012.0,"Drama,Romance"
84,2014,Annabelle,6500000,"$84,273,813",256862920,250362920,38.51737231,Annabelle,2014.0,"Horror,Mystery,Thriller"
2,2017,Annabelle: Creation,15000000,"$102,092,201",305384865,290384865,19.358991,Annabelle: Creation,2017.0,"Horror,Mystery,Thriller"
89,2014,Annie,65000000,"$85,911,262",139829625,74829625,1.151225,Annie,2014.0,"Comedy,Drama,Family"
32,2018,Annihilation,55000000,"$32,732,301",43070915,-11929085,-0.2168924545,Annihilation,2018.0,"Adventure,Drama,Horror"
8,2010,Another Year,8000000,"$3,205,706",20005613,12005613,1.500701625,Another Year,2010.0,"Comedy,Drama"
43,2015,Ant-Man,130000000,"$180,202,163",518858449,388858449,2.991218838,Ant-Man,2015.0,"Action,Adventure,Comedy"
41,2018,Ant-Man and the Wasp,130000000,"$216,648,740",623144660,493144660,3.793420462,Ant-Man and the Wasp,2018.0,"Action,Adventure,Comedy"
94,2011,Apollo 18,5000000,"$17,686,929",26517819,21517819,4.3035638,Apollo 18,2011.0,"Horror,Mystery,Sci-Fi"
36,2018,Aquaman,160000000,"$335,061,807",1146894640,986894640,6.1680915,Aquaman,2018.0,"Action,Adventure,Fantasy"
9,2012,Arbitrage,12000000,"$7,919,574",35830713,23830713,1.98589275,Arbitrage,2012.0,"Drama,Thriller"
27,2012,Argo,44500000,"$136,025,503",227140757,182640757,4.104286674,Argo,2012.0,"Biography,Drama,Thriller"
34,2016,Arrival,47000000,"$100,546,139",203127894,156127894,3.321870085,Arrival,2016.0,"Drama,Mystery,Sci-Fi"
67,2011,Arthur,40000000,"$33,035,397",47787943,7787943,0.194698575,Arthur,2011.0,"Comedy,Romance"
51,2010,Arthur 3: The War of the Two Worlds,45500000,"$347,136",36180824,-9319176,-0.2048170549,Arthur 3: The War of the Two Worlds,2010.0,"Adventure,Animation,Family"
14,2011,Arthur Christmas,85000000,"$46,462,469",149717124,64717124,0.7613779293999999,Arthur Christmas,2011.0,"Adventure,Animation,Comedy"
84,2014,"As Above, So Below",5000000,"$21,222,315",41824066,36824066,7.3648131999999995,"As Above, So Below",2014.0,"Adventure,Horror,Mystery"
80,2016,Assassin's Creed,125000000,"$54,647,948",240759682,115759682,0.9260774559999999,Assassin's Creed,2016.0,"Action,Adventure,Sci-Fi"
94,2017,Atomic Blonde,30000000,"$51,573,925",98345423,68345423,2.278180767,Atomic Blonde,2017.0,"Action,Mystery,Thriller"
15,2013,August: Osage County,25000000,"$37,738,810",50738810,25738810,1.0295524,August: Osage County,2013.0,"Comedy,Drama"
4,2015,Avengers: Age of Ultron,330600000,"$459,005,868",1403013963,1072413963,3.2438413880000003,Avengers: Age of Ultron,2015.0,"Action,Adventure,Sci-Fi"
7,2018,Avengers: Infinity War,300000000,"$678,815,482",2048134200,1748134200,5.827114,Avengers: Infinity War,2018.0,"Action,Adventure,Sci-Fi"
55,2017,Baahubali 2: The Conclusion,30000000,"$18,985,794",263502914,233502914,7.7834304670000005,Baahubali 2: The Conclusion,2017.0,"Action,Drama"
21,2015,Baahubali: The Beginning,40000000,"$6,738,000",26736665,-13263335,-0.331583375,Baahubali: The Beginning,2015.0,"Action,Drama"
59,2017,Baby Driver,34000000,"$107,825,862",228104185,194104185,5.708946618,Baby Driver,2017.0,"Action,Crime,Drama"
99,2016,Bad Moms,20000000,"$113,257,297",180998716,160998716,8.0499358,Bad Moms,2016.0,Comedy
27,2011,Bad Teacher,19000000,"$100,292,856",215448997,196448997,10.33942089,Bad Teacher,2011.0,"Comedy,Romance"
10,2018,Bad Times at the El Royale,32000000,"$17,839,115",29204379,-2795621,-0.08736315625,Bad Times at the El Royale,2018.0,"Crime,Drama,Mystery"
38,2013,Baggage Claim,8500000,"$21,569,509",22885836,14385836,1.692451294,Baggage Claim,2013.0,Comedy
86,2015,Bajrangi Bhaijaan,13000000,"$8,178,001",121778347,108778347,8.367565154,Bajrangi Bhaijaan,2015.0,"Action,Comedy,Drama"
47,2017,The Ballerina,30000000,"$21,858,070",96892829,66892829,2.229760967,The Ballerina,2017.0,"Drama,Horror,Thriller"
22,2016,Barbershop: The Next Cut,20000000,"$54,030,051",54404202,34404202,1.7202101000000003,Barbershop: The Next Cut,2016.0,"Comedy,Drama"
18,2012,Barfi!,4600000,"$2,804,874",36751984,32151984,6.989561739,Barfi!,2012.0,"Comedy,Drama,Romance"
18,2016,Batman v Superman: Dawn of Justice,250000000,"$330,360,194",867500281,617500281,2.470001124,Batman v Superman: Dawn of Justice,2016.0,"Action,Adventure,Fantasy"
10,2011,Battle Los Angeles,70000000,"$83,552,429",213463976,143463976,2.049485371,Battle Los Angeles,2011.0,"Action,Sci-Fi"
32,2012,Battleship,220000000,"$65,233,400",313477717,93477717,0.4248987136,Battleship,2012.0,"Action,Adventure,Sci-Fi"
86,2017,Baywatch,60000000,"$58,060,186",175863783,115863783,1.93106305,Baywatch,2017.0,"Action,Comedy,Crime"
87,2011,Beastly,17000000,"$27,865,571",38028230,21028230,1.236954706,Beastly,2011.0,"Drama,Fantasy,Romance"
18,2012,Beasts of the Southern Wild,1800000,"$12,795,746",23265132,21465132,11.92507333,Beasts of the Southern Wild,2012.0,"Adventure,Drama,Fantasy"
85,2013,Beautiful Creatures,50000000,"$19,452,138",60282876,10282876,0.20565752,Beautiful Creatures,2013.0,"Drama,Fantasy,Romance"
35,2017,Beauty and the Beast,160000000,"$504,014,165",1259199706,1099199706,6.869998162999999,Beauty and the Beast,2017.0,"Family,Fantasy,Musical"
99,2013,Before Midnight,3000000,"$8,110,621",23251930,20251930,6.750643332999999,Before Midnight,2013.0,"Drama,Romance"
91,2013,Begin Again,8000000,"$16,170,632",68838736,60838736,7.604842,Begin Again,2013.0,"Drama,Family"
91,2013,Begin Again,8000000,"$16,170,632",68838736,60838736,7.604842,Begin Again,2013.0,"Comedy,Drama,Music"
23,2016,Ben-Hur,95000000,"$26,410,477",91669648,-3330352,-0.03505633684,Ben-Hur,2016.0,"Action,Adventure,Drama"
23,2014,Big Eyes,10000000,"$14,482,031",27317872,17317872,1.7317871999999999,Big Eyes,2014.0,"Biography,Crime,Drama"
23,2014,Big Eyes,10000000,"$14,482,031",27317872,17317872,1.7317871999999999,Big Eyes,2014.0,Documentary
29,2014,Big Hero 6,165000000,"$222,527,828",652127828,487127828,2.9522898669999997,Big Hero 6,2014.0,"Action,Adventure,Animation"
99,2012,Big Miracle,40000000,"$20,157,300",25268680,-14731320,-0.36828299999999997,Big Miracle,2012.0,"Biography,Drama,Family"
1,2011,"Big Mommas: Like Father, Like Son",32000000,"$37,915,414",82332450,50332450,1.572889063,"Big Mommas: Like Father, Like Son",2011.0,"Action,Comedy,Crime"
30,2016,Billy Lynn's Long Halftime Walk,40000000,"$1,738,477",30230402,-9769598,-0.24423995,Billy Lynn's Long Halftime Walk,2016.0,"Action,Drama,Thriller"
86,2014,Birdman or (The Unexpected Virtue of Ignorance),18000000,"$42,340,598",103215094,85215094,4.734171889,Birdman or (The Unexpected Virtue of Ignorance),2014.0,"Comedy,Drama"
44,2010,Biutiful,35000000,"$5,101,237",24687524,-10312476,-0.2946421714,Biutiful,2010.0,"Drama,Romance"
59,2015,Black Mass,53000000,"$62,575,678",98837872,45837872,0.8648655094,Black Mass,2015.0,"Biography,Crime,Drama"
80,2014,Black or White,9000000,"$21,571,189",21971021,12971021,1.4412245559999999,Black or White,2014.0,Drama
42,2018,Black Panther,200000000,"$700,059,566",1348258224,1148258224,5.74129112,Black Panther,2018.0,"Action,Adventure,Sci-Fi"
46,2010,Black Swan,13000000,"$106,954,678",331266710,318266710,24.48205462,Black Swan,2010.0,"Drama,Thriller"
21,2018,BlacKkKlansman,15000000,"$49,275,340",93017335,78017335,5.201155667,BlacKkKlansman,2018.0,"Biography,Crime,Drama"
80,2017,Blade Runner 2049,185000000,"$92,054,159",259357408,74357408,0.40193193509999997,Blade Runner 2049,2017.0,"Drama,Mystery,Sci-Fi"
1,2016,Blair Witch,10000000,"$20,777,061",38985577,28985577,2.8985577,Blair Witch,2016.0,"Horror,Mystery,Thriller"
90,2014,Blended,45000000,"$46,290,741",127990741,82990741,1.844238689,Blended,2014.0,"Comedy,Romance"
60,2018,Blockers,21000000,"$60,311,495",94045328,73045328,3.4783489519999997,Blockers,2018.0,Comedy
90,2013,Blue Jasmine,18000000,"$33,404,871",102912961,84912961,4.717386722,Blue Jasmine,2013.0,Drama
84,2018,Bohemian Rhapsody,55000000,"$216,303,339",894985342,839985342,15.27246076,Bohemian Rhapsody,2018.0,"Biography,Drama,Music"
43,2018,Book Club,10000000,"$68,566,296",91113683,81113683,8.1113683,Book Club,2018.0,"Comedy,Drama,Romance"
85,2014,Boyhood,4000000,"$25,379,975",57273049,53273049,13.31826225,Boyhood,2014.0,Drama
77,2012,Brave,185000000,"$237,282,182",554606532,369606532,1.9978731459999999,Brave,2012.0,"Adventure,Animation,Comedy"
19,2018,Breaking In,6000000,"$46,840,590",51411620,45411620,7.5686033329999995,Breaking In,2018.0,"Action,Crime,Drama"
69,2014,Brick Mansions,28000000,"$20,396,829",73421224,45421224,1.6221865709999999,Brick Mansions,2014.0,"Action,Crime"
85,2011,Bridesmaids,32500000,"$169,211,718",289632023,257132023,7.911754554,Bridesmaids,2011.0,"Comedy,Romance"
10,2015,Bridge of Spies,40000000,"$72,313,754",162498338,122498338,3.06245845,Bridge of Spies,2015.0,"Drama,History,Thriller"
3,2016,Bridget Jones's Baby,35000000,"$24,139,805",205822688,170822688,4.880648229,Bridget Jones's Baby,2016.0,"Comedy,Drama,Romance"
13,2019,Brightburn,7000000,"$16,794,432",27989498,20989498,2.998499714,Brightburn,2019.0,"Horror,Sci-Fi"
11,2013,Broken City,35000000,"$19,701,164",34480045,-519955,-0.014855857140000001,Broken City,2013.0,"Crime,Drama,Thriller"
79,2015,Brooklyn,11000000,"$38,322,743",62076141,51076141,4.643285545,Brooklyn,2015.0,"Drama,Romance"
42,2012,Bullet to the Head,55000000,"$9,489,829",22597969,-32402031,-0.5891278364,Bullet to the Head,2012.0,"Action,Crime,Thriller"
62,2018,Bumblebee,102000000,"$127,195,589",465195589,363195589,3.5607410689999996,Bumblebee,2018.0,"Action,Adventure,Sci-Fi"
2,2010,Buried,1987650,"$1,044,143",21270290,19282640,9.701225065,Buried,2010.0,"Drama,Mystery,Thriller"
24,2010,Burlesque,55000000,"$39,440,655",90552675,35552675,0.6464122727,Burlesque,2010.0,"Drama,Music,Musical"
24,2010,Burlesque,55000000,"$39,440,655",90552675,35552675,0.6464122727,Burlesque,2010.0,Drama
27,2015,Burnt,20000000,"$13,651,946",36773510,16773510,0.8386754999999999,Burnt,2015.0,"Comedy,Drama"
17,2016,Captain America: Civil War,250000000,"$408,084,349",1140069413,890069413,3.560277652,Captain America: Civil War,2016.0,"Action,Adventure,Sci-Fi"
10,2011,Captain America: The First Avenger,140000000,"$176,654,505",370569776,230569776,1.6469269709999999,Captain America: The First Avenger,2011.0,"Action,Adventure,Sci-Fi"
16,2014,Captain America: The Winter Soldier,170000000,"$259,746,958",714401889,544401889,3.202364053,Captain America: The Winter Soldier,2014.0,"Action,Adventure,Sci-Fi"
96,2019,Captain Marvel,175000000,"$426,525,952",1123061550,948061550,5.417494571000001,Captain Marvel,2019.0,"Action,Adventure,Sci-Fi"
92,2013,Captain Phillips,55000000,"$107,136,417",220648184,165648184,3.011785164,Captain Phillips,2013.0,"Biography,Drama,Thriller"
59,2017,Captain Underpants: The First Epic Movie,38000000,"$73,921,000",126577874,88577874,2.330996684,Captain Underpants: The First Epic Movie,2017.0,"Action,Animation,Comedy"
7,2011,Carnage,25000000,"$2,546,747",38112154,13112154,0.52448616,Carnage,2011.0,"Comedy,Drama"
60,2015,Carol,11800000,"$12,711,491",42843521,31043521,2.630806864,Carol,2015.0,"Drama,Romance"
26,2013,Carrie,30000000,"$35,266,619",82409520,52409520,1.746984,Carrie,2013.0,"Drama,Horror"
57,2011,Cars 2,200000000,"$191,450,875",560155383,360155383,1.800776915,Cars 2,2011.0,"Adventure,Animation,Comedy"
5,2017,Cars 3,175000000,"$152,901,115",383541369,208541369,1.191664966,Cars 3,2017.0,"Adventure,Animation,Comedy"
17,2010,Cats & Dogs: The Revenge of Kitty Galore,85000000,"$43,585,753",113026383,28026383,0.3297221529,Cats & Dogs: The Revenge of Kitty Galore,2010.0,"Action,Comedy,Family"
91,2016,Central Intelligence,50000000,"$127,440,871",217194805,167194805,3.3438961000000003,Central Intelligence,2016.0,"Action,Comedy,Crime"
11,2015,Chappie,49000000,"$31,569,268",105002056,56002056,1.1428991020000001,Chappie,2015.0,"Action,Crime,Drama"
31,2010,Charlie St. Cloud,44000000,"$31,206,263",48478084,4478084,0.10177463640000001,Charlie St. Cloud,2010.0,"Drama,Fantasy,Romance"
18,2012,Chernobyl Diaries,1000000,"$18,119,640",42411721,41411721,41.411721,Chernobyl Diaries,2012.0,"Horror,Mystery,Thriller"
53,2017,CHIPS,25000000,"$18,600,152",23190292,-1809708,-0.07238832,CHIPS,2017.0,"Action,Comedy,Crime"
43,2018,Christopher Robin,75000000,"$99,215,042",197504758,122504758,1.633396773,Christopher Robin,2018.0,"Adventure,Animation,Comedy"
55,2012,Chronicle,12000000,"$64,575,175",123681790,111681790,9.306815833,Chronicle,2012.0,"Drama,Sci-Fi,Thriller"
13,2015,Cinderella,95000000,"$201,151,353",534551353,439551353,4.6268563469999995,Cinderella,2015.0,"Drama,Family,Fantasy"
13,2015,Cinderella,95000000,"$201,151,353",534551353,439551353,4.6268563469999995,Cinderella,2015.0,Fantasy
77,2012,Cirque du Soleil: Worlds Away,25000000,"$12,512,862",28012862,3012862,0.12051448,Cirque du Soleil: Worlds Away,2012.0,Fantasy
72,2010,Clash of the Titans,125000000,"$163,214,888",493214888,368214888,2.9457191039999997,Clash of the Titans,2010.0,"Action,Adventure,Fantasy"
63,2012,Cloud Atlas,102000000,"$27,108,272",130673154,28673154,0.2811093529,Cloud Atlas,2012.0,"Action,Drama,Mystery"
13,2013,Cloudy with a Chance of Meatballs 2,78000000,"$119,793,567",274392649,196392649,2.517854474,Cloudy with a Chance of Meatballs 2,2013.0,"Adventure,Animation,Comedy"
2,2017,Coco,175000000,"$209,726,015",798008101,623008101,3.5600462910000004,Coco,2017.0,"Adventure,Animation,Comedy"
2,2017,Coco,175000000,"$209,726,015",798008101,623008101,3.5600462910000004,Coco,2017.0,Horror
23,2019,Cold Pursuit,60000000,"$32,138,862",62599159,2599159,0.043319316669999997,Cold Pursuit,2019.0,"Action,Crime,Drama"
13,2016,Collateral Beauty,36000000,"$31,016,021",85309093,49309093,1.369697028,Collateral Beauty,2016.0,"Drama,Romance"
60,2011,Colombiana,40000000,"$36,665,854",72295262,32295262,0.80738155,Colombiana,2011.0,"Action,Drama,Thriller"
76,2011,Conan the Barbarian,90000000,"$21,295,021",63356133,-26643867,-0.2960429667,Conan the Barbarian,2011.0,"Action,Adventure,Fantasy"
80,2015,Concussion,35000000,"$34,531,832",50363790,15363790,0.4389654286,Concussion,2015.0,"Biography,Drama,Sport"
71,2011,Contagion,60000000,"$75,658,097",137551594,77551594,1.2925265670000001,Contagion,2011.0,"Action,Drama,Thriller"
85,2012,Contraband,25000000,"$66,528,000",98406855,73406855,2.9362742,Contraband,2012.0,"Action,Crime,Drama"
99,2010,Cop Out,37000000,"$44,875,481",55909910,18909910,0.5110786486,Cop Out,2010.0,"Action,Comedy,Crime"
71,2010,Country Strong,15000000,"$20,218,921",20601987,5601987,0.3734658,Country Strong,2010.0,"Drama,Music"
87,2011,Courageous,2000000,"$34,522,221",35185884,33185884,16.592942,Courageous,2011.0,Drama
34,2011,Cowboys & Aliens,163000000,"$100,368,560",176038324,13038324,0.07998971779,Cowboys & Aliens,2011.0,"Action,Sci-Fi,Thriller"
38,2018,Crazy Rich Asians,30000000,"$174,532,921",238099711,208099711,6.9366570329999995,Crazy Rich Asians,2018.0,"Comedy,Romance"
8,2011,"Crazy, Stupid, Love.",50000000,"$84,351,197",147142328,97142328,1.94284656,"Crazy, Stupid, Love.",2011.0,"Comedy,Drama,Romance"
91,2015,Creed,37000000,"$109,767,581",173567581,136567581,3.691015703,Creed,2015.0,"Drama,Sport"
96,2018,Creed II,50000000,"$115,715,889",213591522,163591522,3.27183044,Creed II,2018.0,"Drama,Sport"
21,2016,Criminal,31500000,"$14,708,696",38771262,7271262,0.2308337143,Criminal,2016.0,"Action,Crime,Drama"
33,2015,Crimson Peak,55000000,"$31,090,320",74966854,19966854,0.3630337091,Crimson Peak,2015.0,"Drama,Fantasy,Horror"
88,2015,Daddy's Home,50000000,"$150,357,137",242757137,192757137,3.85514274,Daddy's Home,2015.0,Comedy
5,2017,Daddy's Home Two,70000000,"$104,029,443",175807183,105807183,1.511531186,Daddy's Home Two,2017.0,Comedy
73,2013,Dallas Buyers Club,5000000,"$27,298,285",60611845,55611845,11.122369,Dallas Buyers Club,2013.0,"Biography,Drama"
56,2016,Dangal,9500000,"$12,391,761",294654618,285154618,30.01627558,Dangal,2016.0,"Action,Biography,Drama"
3,2019,Dark Phoenix,350000000,"$42,762,350",149762350,-200237650,-0.5721075714,Dark Phoenix,2019.0,"Action,Adventure,Sci-Fi"
89,2012,Dark Shadows,150000000,"$79,727,149",238202668,88202668,0.5880177867,Dark Shadows,2012.0,"Comedy,Fantasy,Horror"
97,2013,Dark Skies,3500000,"$17,418,667",27704111,24204111,6.915460286,Dark Skies,2013.0,"Horror,Sci-Fi,Thriller"
84,2017,Darkest Hour,30000000,"$56,443,120",150807172,120807172,4.026905733,Darkest Hour,2017.0,"Biography,Drama,History"
99,2010,Date Night,55000000,"$98,711,404",152269033,97269033,1.768527873,Date Night,2010.0,"Comedy,Crime,Romance"
17,2014,Dawn of the Planet of the Apes,170000000,"$208,545,589",710644566,540644566,3.180262153,Dawn of the Planet of the Apes,2014.0,"Action,Adventure,Drama"
20,2012,Rust and Bone,19500000,"$2,061,449",29393634,9893634,0.5073658462,Rust and Bone,2012.0,"Drama,Romance"
56,2016,Deadpool,58000000,"$363,070,709",801025593,743025593,12.81078609,Deadpool,2016.0,"Action,Adventure,Comedy"
15,2018,Deadpool 2,110000000,"$324,591,735",786680557,676680557,6.151641427,Deadpool 2,2018.0,"Action,Adventure,Comedy"
77,2010,Dear John,25000000,"$80,014,842",142033509,117033509,4.68134036,Dear John,2010.0,"Drama,Romance,War"
64,2010,Death at a Funeral,21000000,"$42,739,347",48977233,27977233,1.33224919,Death at a Funeral,2010.0,Comedy
28,2018,Death Wish,30000000,"$34,017,028",48575965,18575965,0.6191988333,Death Wish,2018.0,"Action,Crime,Drama"
47,2016,Deepwater Horizon,156000000,"$61,433,527",122603824,-33396176,-0.2140780513,Deepwater Horizon,2016.0,"Action,Drama,History"
34,2014,Deliver Us from Evil,30000000,"$30,577,122",87956618,57956618,1.9318872669999998,Deliver Us from Evil,2014.0,"Horror,Mystery,Thriller"
21,2013,Delivery Man,22000000,"$30,659,817",70536870,48536870,2.206221364,Delivery Man,2013.0,"Comedy,Drama"
3,2018,Den of Thieves,30000000,"$44,947,622",80131391,50131391,1.671046367,Den of Thieves,2018.0,"Action,Crime,Drama"
43,2010,Of Gods and Men,5000000,"$3,954,651",46263525,41263525,8.252705,Of Gods and Men,2010.0,"Drama,History"
50,2010,Despicable Me,69000000,"$251,513,985",543464573,474464573,6.876298159,Despicable Me,2010.0,"Animation,Comedy,Family"
22,2013,Despicable Me 2,76000000,"$368,065,385",975216835,899216835,11.83180046,Despicable Me 2,2013.0,"Adventure,Animation,Comedy"
30,2017,Despicable Me 3,75000000,"$264,624,300",1034727750,959727750,12.79637,Despicable Me 3,2017.0,"Adventure,Animation,Comedy"
71,2010,Devil,10000000,"$33,679,655",63354114,53354114,5.3354114,Devil,2010.0,"Horror,Mystery,Thriller"
14,2014,Devil's Due,7000000,"$15,821,461",36146087,29146087,4.163726714,Devil's Due,2014.0,"Horror,Mystery,Thriller"
13,2010,Diary of a Wimpy Kid,15000000,"$64,003,625",76954311,61954311,4.130287399999999,Diary of a Wimpy Kid,2010.0,"Comedy,Drama,Family"
17,2012,Diary of a Wimpy Kid: Dog Days,22000000,"$49,008,662",77229695,55229695,2.510440682,Diary of a Wimpy Kid: Dog Days,2012.0,"Comedy,Family"
80,2011,Diary of a Wimpy Kid: Rodrick Rules,18000000,"$52,698,535",73695194,55695194,3.0941774439999996,Diary of a Wimpy Kid: Rodrick Rules,2011.0,"Comedy,Family"
27,2017,Diary of a Wimpy Kid: The Long Haul,22000000,"$20,738,724",35609577,13609577,0.6186171364,Diary of a Wimpy Kid: The Long Haul,2017.0,"Comedy,Family"
51,2010,Dinner for Schmucks,69000000,"$73,026,337",86796502,17796502,0.2579203188,Dinner for Schmucks,2010.0,Comedy
62,2016,Dirty Grandpa,11500000,"$35,593,113",105078449,93578449,8.137256435,Dirty Grandpa,2016.0,Comedy
4,2013,Planes,50000000,"$90,282,580",238059569,188059569,3.76119138,Planes,2013.0,"Adventure,Animation,Comedy"
95,2014,Divergent,85000000,"$150,947,895",276014965,191014965,2.247234882,Divergent,2014.0,"Action,Adventure,Mystery"
69,2012,Django Unchained,100000000,"$162,805,434",449948323,349948323,3.49948323,Django Unchained,2012.0,"Drama,Western"
63,2012,The Lorax,67500000,"$214,030,500",350976753,283476753,4.1996556,The Lorax,2012.0,"Adventure,Animation,Comedy"
28,2016,Doctor Strange,165000000,"$232,641,920",676404566,511404566,3.099421612,Doctor Strange,2016.0,"Action,Adventure,Fantasy"
93,2011,Dolphin Tale,37000000,"$72,286,779",96068724,59068724,1.596452,Dolphin Tale,2011.0,"Drama,Family"
12,2014,Dolphin Tale 2,36000000,"$42,024,533",57824533,21824533,0.6062370278,Dolphin Tale 2,2014.0,"Drama,Family"
18,2013,Don Jon,5500000,"$24,477,704",41268579,35768579,6.503378,Don Jon,2013.0,"Comedy,Drama,Romance"
43,2010,Don't Be Afraid of the Dark,25000000,"$24,046,682",39126427,14126427,0.56505708,Don't Be Afraid of the Dark,2010.0,"Fantasy,Horror,Thriller"
39,2016,Don't Breathe,10000000,"$89,217,875",158973685,148973685,14.897368499999999,Don't Breathe,2016.0,"Crime,Horror,Thriller"
62,2017,Downsizing,68000000,"$24,449,754",54462971,-13537029,-0.1990739559,Downsizing,2017.0,"Drama,Sci-Fi"
28,2018,The Grinch,75000000,"$270,620,950",511002426,436002426,5.81336568,The Grinch,2018.0,"Animation,Comedy,Family"
21,2014,Dracula Untold,70000000,"$55,991,880",220241723,150241723,2.146310329,Dracula Untold,2014.0,"Action,Drama,Fantasy"
36,2014,Draft Day,25000000,"$28,842,237",29847480,4847480,0.19389920000000002,Draft Day,2014.0,"Drama,Sport"
36,2018,Dragon Ball Super: Broly,8500000,"$30,376,755",122747755,114247755,13.44091235,Dragon Ball Super: Broly,2018.0,"Action,Adventure,Animation"
80,2011,Dream House,50000000,"$21,302,340",41642166,-8357834,-0.16715668,Dream House,2011.0,"Drama,Mystery,Thriller"
15,2012,Dredd,45000000,"$13,414,714",41467606,-3532394,-0.07849764444,Dredd,2012.0,"Action,Crime,Sci-Fi"
36,2011,Drive,15000000,"$35,060,689",81357930,66357930,4.423862000000001,Drive,2011.0,"Crime,Drama"
91,2011,Drive Angry,50000000,"$10,721,033",41042583,-8957417,-0.17914834,Drive Angry,2011.0,"Action,Fantasy,Thriller"
84,2010,Due Date,65000000,"$100,539,043",211739043,146739043,2.257523738,Due Date,2010.0,"Adventure,Comedy"
1,2014,Dumb and Dumber To,40000000,"$86,208,010",156553592,116553592,2.9138398,Dumb and Dumber To,2014.0,"Adventure,Comedy"
22,2019,Dumbo,170000000,"$113,883,318",345004422,175004422,1.029437776,Dumbo,2019.0,"Adventure,Family,Fantasy"
69,2017,Dunkirk,150000000,"$190,068,280",499837368,349837368,2.33224912,Dunkirk,2017.0,"Action,Drama,History"
98,2018,Early Man,50000000,"$8,267,544",45285890,-4714110,-0.0942822,Early Man,2018.0,"Adventure,Animation,Comedy"
