id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit,primary_title,start_year,genres
8,2011,"Crazy, Stupid, Love.",50000000,"$84,351,197",147142328,97142328,"Crazy, Stupid, Love.",2011,Dramedy
49,2018,The First Purge,13000000,"$69,488,745",136617305,123617305,The First Purge,2018,Horror
31,2011,New Year's Eve,26000000,"$54,544,638",146850273,120850273,New Year's Eve,2011,Comedy
55,2011,Friends with Benefits,35000000,"$55,802,754",146595891,111595891,Friends with Benefits,2011,Comedy
14,2011,We Bought a Zoo,50000000,"$75,624,550",118729073,68729073,We Bought a Zoo,2011,Family/Animation
89,2011,Season of the Witch,40000000,"$24,827,228",91126600,51126600,Season of the Witch,2011,Action/Adventure
73,2011,Ghost Rider: Spirit of Vengeance,57000000,"$51,774,002",149217355,92217355,Ghost Rider: Spirit of Vengeance,2011,Action/Thriller
98,2010,Jackass 3D,20000000,"$117,229,692",171685793,151685793,Jackass 3D,2010,Comedy
100,2019,Glass,20000000,"$111,035,005",245303505,225303505,Glass,2019,Drama
96,2015,The Last Witch Hunter,80000000,"$27,367,660",130818912,50818912,The Last Witch Hunter,2015,Action/Adventure
96,2011,Source Code,32000000,"$54,712,227",140428499,108428499,Source Code,2011,Drama
10,2016,The Huntsman: Winter's War,115000000,"$48,003,015",165149302,50149302,The Huntsman: Winter's War,2016,Action/Adventure
74,2010,The Other Guys,100000000,"$119,219,978",170936470,70936470,The Other Guys,2010,Crime/Mystery
16,2018,The House with a Clock in Its Walls,40000000,"$68,549,695",126331750,86331750,The House with a Clock in Its Walls,2018,Comedy
69,2014,Let's Be Cops,17000000,"$82,390,774",136890774,119890774,Let's Be Cops,2014,Comedy
9,2010,Step Up 3D,30000000,"$42,400,223",165889117,135889117,Step Up 3D,2010,Drama
71,2011,Contagion,60000000,"$75,658,097",137551594,77551594,Contagion,2011,Action/Thriller
90,2014,Blended,45000000,"$46,290,741",127990741,82990741,Blended,2014,Comedy
52,2018,Red Sparrow,69000000,"$46,874,505",145951861,76951861,Red Sparrow,2018,Action/Thriller
77,2011,The Three Musketeers,90000000,"$20,377,913",139877913,49877913,The Three Musketeers,2011,Action/Adventure
74,2012,Step Up Revolution,33000000,"$35,074,677",165552290,132552290,Step Up Revolution,2012,Drama
54,2014,Sex Tape,40000000,"$38,543,473",126069509,86069509,Sex Tape,2014,Comedy
23,2012,Flight,31000000,"$93,772,375",160558438,129558438,Flight,2012,Drama
35,2014,The Theory of Everything,15000000,"$35,893,537",123327692,108327692,The Theory of Everything,2014,Biography/Historical
58,2017,Happy Death Day,5000000,"$55,683,845",125010260,120010260,Happy Death Day,2017,Horror
14,2011,Arthur Christmas,85000000,"$46,462,469",149717124,64717124,Arthur Christmas,2011,Family/Animation
98,2015,Fantastic Four,120000000,"$56,117,548",167849187,47849187,Fantastic Four,2015,Action/Adventure
98,2012,This Means War,65000000,"$54,760,791",156974557,91974557,This Means War,2012,Comedy
81,2011,The Adjustment Bureau,50200000,"$62,495,645",126931325,76731325,The Adjustment Bureau,2011,Action/Thriller
92,2010,The Town,37000000,"$92,186,262",152566881,115566881,The Town,2010,Drama
99,2010,Date Night,55000000,"$98,711,404",152269033,97269033,Date Night,2010,Comedy
23,2010,Tooth Fairy,48000000,"$60,022,256",112610386,64610386,Tooth Fairy,2010,Family/Animation
93,2010,Nanny McPhee Returns,35000000,"$29,197,642",97799865,62799865,Nanny McPhee Returns,2010,Family/Animation
97,2014,Jack Ryan: Shadow Recruit,60000000,"$50,577,412",131377412,71377412,Jack Ryan: Shadow Recruit,2014,Action/Thriller
91,2016,Underworld: Blood Wars,35000000,"$30,353,973",81209222,46209222,Underworld: Blood Wars,2016,Action/Adventure
79,2010,Saw 3D: The Final Chapter,17000000,"$45,710,178",133735284,116735284,Saw 3D: The Final Chapter,2010,Horror
95,2016,Ride Along 2,40000000,"$90,862,685",124827316,84827316,Ride Along 2,2016,Crime/Mystery
49,2011,Final Destination 5,40000000,"$42,587,643",155011165,115011165,Final Destination 5,2011,Horror
19,2010,Unstoppable,95000000,"$81,562,942",165720921,70720921,Unstoppable,2010,Action/Thriller
20,2018,Instant Family,48000000,"$67,363,237",119736188,71736188,Instant Family,2018,Dramedy
13,2010,Diary of a Wimpy Kid,15000000,"$64,003,625",76954311,61954311,Diary of a Wimpy Kid,2010,Family/Animation
66,2015,Magic Mike XXL,14500000,"$66,013,057",123660597,109160597,Magic Mike XXL,2015,Dramedy
37,2013,Saving Mr. Banks,35000000,"$83,299,761",114962525,79962525,Saving Mr. Banks,2013,Dramedy
17,2016,The BFG,140000000,"$55,483,770",199646680,59646680,The BFG,2016,Family/Animation
18,2012,The Woman in Black,15000000,"$54,333,290",128955898,113955898,The Woman in Black,2012,Horror
55,2011,The Best Exotic Marigold Hotel,10000000,"$46,383,639",134639780,124639780,The Best Exotic Marigold Hotel,2011,Dramedy
86,2017,Baywatch,60000000,"$58,060,186",175863783,115863783,Baywatch,2017,Crime/Mystery
34,2011,The Artist,16000000,"$44,667,095",128256712,112256712,The Artist,2011,Dramedy
47,2016,Deepwater Horizon,156000000,"$61,433,527",122603824,-33396176,Deepwater Horizon,2016,Biography/Historical
5,2017,Daddy's Home Two,70000000,"$104,029,443",175807183,105807183,Daddy's Home Two,2017,Comedy
51,2015,Insidious: Chapter 3,10000000,"$52,218,558",120453155,110453155,Insidious: Chapter 3,2015,Horror
94,2018,Game Night,37000000,"$69,179,066",117378084,80378084,Game Night,2018,Crime/Mystery
86,2015,Bajrangi Bhaijaan,13000000,"$8,178,001",121778347,108778347,Bajrangi Bhaijaan,2015,Dramedy
47,2016,Allied,106000000,"$40,098,064",119266661,13266661,Allied,2016,Drama
48,2013,Prisoners,46000000,"$61,002,302",113402302,67402302,Prisoners,2013,Crime/Mystery
42,2016,The Purge: Election Year,10000000,"$79,042,440",118514727,108514727,The Purge: Election Year,2016,Horror
6,2018,First Man,60000000,"$44,936,545",105203825,45203825,First Man,2018,Biography/Historical
66,2012,Zero Dark Thirty,52500000,"$95,720,716",134612435,82112435,Zero Dark Thirty,2012,Drama
46,2013,Last Vegas,28000000,"$63,914,167",112914167,84914167,Last Vegas,2013,Dramedy
60,2015,Paul Blart: Mall Cop 2,38000000,"$71,091,594",107650646,69650646,Paul Blart: Mall Cop 2,2015,Crime/Mystery
77,2010,Dear John,25000000,"$80,014,842",142033509,117033509,Dear John,2010,Drama
93,2011,Dolphin Tale,37000000,"$72,286,779",96068724,59068724,Dolphin Tale,2011,Family/Animation
90,2017,Valerian and the City of a Thousand Planets,180000000,"$40,479,370",215098356,35098356,Valerian and the City of a Thousand Planets,2017,Action/Adventure
54,2016,The Shallows,13000000,"$55,121,623",118763442,105763442,The Shallows,2016,Horror
97,2015,Get Hard,40000000,"$90,411,453",106511453,66511453,Get Hard,2015,Comedy
94,2016,Mechanic: Resurrection,40000000,"$21,218,403",109738840,69738840,Mechanic: Resurrection,2016,Action/Thriller
4,2013,Gangster Squad,60000000,"$46,000,903",104100903,44100903,Gangster Squad,2013,Crime/Mystery
54,2016,10 Cloverfield Lane,5000000,"$72,082,999",108286422,103286422,10 Cloverfield Lane,2016,Horror
63,2018,Goosebumps 2: Haunted Halloween,35000000,"$46,697,321",93291478,58291478,Goosebumps 2: Haunted Halloween,2018,Family/Animation
44,2010,The Sorcerer's Apprentice,160000000,"$63,150,991",217986320,57986320,The Sorcerer's Apprentice,2010,Family/Animation
55,2015,The Man from U.N.C.L.E.,75000000,"$45,445,109",104949584,29949584,The Man from U.N.C.L.E.,2015,Action/Adventure
31,2014,Horrible Bosses 2,40000000,"$54,445,357",105945357,65945357,Horrible Bosses 2,2014,Comedy
94,2017,Atomic Blonde,30000000,"$51,573,925",98345423,68345423,Atomic Blonde,2017,Action/Thriller
16,2018,Night School,29000000,"$77,339,130",103008792,74008792,Night School,2018,Comedy
57,2015,Sisters,30000000,"$87,044,645",106030660,76030660,Sisters,2015,Comedy
80,2011,Diary of a Wimpy Kid: Rodrick Rules,18000000,"$52,698,535",73695194,55695194,Diary of a Wimpy Kid: Rodrick Rules,2011,Family/Animation
75,2012,Hope Springs,30000000,"$63,536,011",133085295,103085295,Hope Springs,2012,Dramedy
62,2016,Why Him?,38000000,"$60,323,786",117425156,79425156,Why Him?,2016,Comedy
32,2010,The A-Team,110000000,"$77,222,099",177241171,67241171,The A-Team,2010,Action/Thriller
16,2013,Free Birds,55000000,"$55,750,480",110387072,55387072,Free Birds,2013,Family/Animation
63,2012,Cloud Atlas,102000000,"$27,108,272",130673154,28673154,Cloud Atlas,2012,Drama
24,2010,Wall Street: Money Never Sleeps,70000000,"$52,474,616",137431619,67431619,Wall Street: Money Never Sleeps,2010,Drama
37,2013,Escape Plan,70000000,"$25,135,965",103735965,33735965,Escape Plan,2013,Crime/Mystery
97,2014,Pompeii,80000000,"$23,169,033",108469033,28469033,Pompeii,2014,Action/Adventure
63,2011,Water for Elephants,38000000,"$58,709,717",116809717,78809717,Water for Elephants,2011,Drama
62,2018,The Commuter,40000000,"$36,343,858",101985431,61985431,The Commuter,2018,Action/Thriller
71,2014,The Purge: Anarchy,9000000,"$71,562,550",111534881,102534881,The Purge: Anarchy,2014,Horror
12,2012,The Devil Inside,1000000,"$53,262,945",101759490,100759490,The Devil Inside,2012,Horror
56,2016,Neighbors 2: Sorority Rising,35000000,"$55,340,730",108757621,73757621,Neighbors 2: Sorority Rising,2016,Comedy
24,2018,A Simple Favor,20000000,"$53,548,586",97628717,77628717,A Simple Favor,2018,Dramedy
63,2010,Insidious,1500000,"$54,009,150",99870886,98370886,Insidious,2010,Horror
11,2015,Chappie,49000000,"$31,569,268",105002056,56002056,Chappie,2015,Crime/Mystery
39,2018,The Favourite,15000000,"$34,366,783",94113929,79113929,The Favourite,2018,Biography/Historical
60,2014,Ouija,5000000,"$50,856,010",103300632,98300632,Ouija,2014,Horror
60,2018,Blockers,21000000,"$60,311,495",94045328,73045328,Blockers,2018,Comedy
73,2010,The Bounty Hunter,45000000,"$67,061,228",135808837,90808837,The Bounty Hunter,2010,Comedy
55,2012,Chronicle,12000000,"$64,575,175",123681790,111681790,Chronicle,2012,Drama
90,2013,Blue Jasmine,18000000,"$33,404,871",102912961,84912961,Blue Jasmine,2013,Drama
17,2012,Diary of a Wimpy Kid: Dog Days,22000000,"$49,008,662",77229695,55229695,Diary of a Wimpy Kid: Dog Days,2012,Family/Animation
56,2015,The Visit,5000000,"$65,206,105",98677816,93677816,The Visit,2015,Horror
99,2010,Skyline,10000000,"$21,416,355",68264973,58264973,Skyline,2010,Action/Thriller
62,2013,Instructions Not Included,5000000,"$44,467,206",100486616,95486616,Instructions Not Included,2013,Dramedy
48,2016,Risen,20000000,"$36,880,033",46255763,26255763,Risen,2016,Action/Adventure
65,2013,Philomena,12000000,"$37,709,979",98963392,86963392,Philomena,2013,Dramedy
62,2016,Dirty Grandpa,11500000,"$35,593,113",105078449,93578449,Dirty Grandpa,2016,Comedy
90,2011,The Iron Lady,14000000,"$29,959,436",115592104,101592104,The Iron Lady,2011,Biography/Historical
28,2015,Vacation,31000000,"$58,884,188",102306500,71306500,Vacation,2015,Comedy
40,2017,Ghost in the Shell,110000000,"$40,563,557",167910690,57910690,Ghost in the Shell,2017,Drama
71,2013,Rush,38000000,"$26,947,624",98230839,60230839,Rush,2013,Biography/Historical
61,2017,Jigsaw,10000000,"$38,052,832",102445196,92445196,Jigsaw,2017,Horror
20,2017,The Lego Ninjago Movie,70000000,"$59,281,555",122737201,52737201,The Lego Ninjago Movie,2017,Family/Animation
75,2012,Pitch Perfect,17000000,"$65,001,093",116044347,99044347,Pitch Perfect,2012,Comedy
22,2013,42,31000000,"$95,020,213",97470701,66470701,42,2013,Biography/Historical
86,2014,Birdman or (The Unexpected Virtue of Ignorance),18000000,"$42,340,598",103215094,85215094,Birdman or (The Unexpected Virtue of Ignorance),2014,Dramedy
98,2016,How to Be Single,37000000,"$46,843,513",100003780,63003780,How to Be Single,2016,Dramedy
98,2016,Money Monster,27000000,"$41,012,075",93466095,66466095,Money Monster,2016,Drama
59,2017,"Three Billboards Outside Ebbing, Missouri",12000000,"$54,513,740",160191915,148191915,"Three Billboards Outside Ebbing, Missouri",2017,Drama
2,2014,Transcendence,100000000,"$23,022,309",103039258,3039258,Transcendence,2014,Drama
94,2014,The Boxtrolls,60000000,"$50,837,305",111946251,51946251,The Boxtrolls,2014,Family/Animation
68,2010,The Fighter,11000000,"$93,617,009",129262388,118262388,The Fighter,2010,Biography/Historical
15,2011,Moneyball,50000000,"$75,605,492",111300835,61300835,Moneyball,2011,Biography/Historical
79,2018,Alpha,51000000,"$35,851,379",99624873,48624873,Alpha,2018,Family/Animation
29,2011,Priest,60000000,"$29,136,626",84154026,24154026,Priest,2011,Action/Adventure
89,2012,ParaNorman,60000000,"$56,003,051",108119662,48119662,ParaNorman,2012,Family/Animation
45,2011,Sanctum,30000000,"$23,209,310",108957098,78957098,Sanctum,2011,Drama
88,2015,Joy,60000000,"$56,451,232",101134059,41134059,Joy,2015,Drama
84,2017,Darkest Hour,30000000,"$56,443,120",150807172,120807172,Darkest Hour,2017,Biography/Historical
59,2015,Black Mass,53000000,"$62,575,678",98837872,45837872,Black Mass,2015,Dramedy
58,2011,Paul,40000000,"$37,412,945",101162106,61162106,Paul,2011,Comedy
46,2014,Heaven Is for Real,12000000,"$91,386,097",100916299,88916299,Heaven Is for Real,2014,Biography/Historical
48,2011,Justin Bieber: Never Say Never,13000000,"$73,013,910",99034125,86034125,Justin Bieber: Never Say Never,2011,Biography/Historical
35,2014,The Book of Life,50000000,"$50,151,543",97651543,47651543,The Book of Life,2014,Family/Animation
45,2012,Think Like a Man,12000000,"$91,547,205",113373764,101373764,Think Like a Man,2012,Comedy
77,2016,My Big Fat Greek Wedding 2,18000000,"$59,689,605",92096558,74096558,My Big Fat Greek Wedding 2,2016,Comedy
94,2017,Power Rangers,120000000,"$85,364,450",142531552,22531552,Power Rangers,2017,Action/Adventure
50,2017,Posledniy bogatyr,8500000,$0,30700192,22200192,Posledniy bogatyr,2017,Action/Adventure
36,2017,Girls Trip,28000000,"$115,108,515",140886353,112886353,Girls Trip,2017,Dramedy
91,2018,Truth or Dare,3500000,"$41,411,015",95127344,91627344,Truth or Dare,2018,Horror
41,2013,Safe Haven,28000000,"$71,399,120",94050951,66050951,Safe Haven,2013,Drama
93,2013,Walking with Dinosaurs 3D,80000000,"$36,076,121",123368842,43368842,Walking with Dinosaurs 3D,2013,Family/Animation
3,2014,Tammy,20000000,"$84,525,432",96407655,76407655,Tammy,2014,Comedy
62,2011,Green Lantern,200000000,"$116,601,172",219535492,19535492,Green Lantern,2011,Action/Adventure
13,2014,The Hundred-Foot Journey,22000000,"$54,235,441",94270488,72270488,The Hundred-Foot Journey,2014,Dramedy
39,2017,The Star,20000000,"$40,847,995",62758010,42758010,The Star,2017,Family/Animation
19,2012,Underworld Awakening,70000000,"$62,321,039",160379930,90379930,Underworld Awakening,2012,Horror
18,2012,The Campaign,95000000,"$86,907,746",104907746,9907746,The Campaign,2012,Comedy
81,2016,Office Christmas Party,45000000,"$54,767,494",91323299,46323299,Office Christmas Party,2016,Comedy
90,2013,White House Down,150000000,"$73,103,784",205440387,55440387,White House Down,2013,Action/Thriller
61,2019,Pet Sematary,21000000,"$54,724,696",109501146,88501146,Pet Sematary,2019,Horror
58,2012,Project X,12000000,"$54,731,865",103028188,91028188,Project X,2012,Comedy
67,2013,The Purge,3000000,"$64,473,115",91266581,88266581,The Purge,2013,Horror
36,2013,Ender's Game,110000000,"$61,737,191",127983283,17983283,Ender's Game,2013,Action/Adventure
70,2014,Paranormal Activity: The Marked Ones,5000000,"$32,462,372",90904854,85904854,Paranormal Activity: The Marked Ones,2014,Horror
69,2012,Sinister,3000000,"$48,086,903",87727807,84727807,Sinister,2012,Horror
51,2017,Snatched,42000000,"$45,852,178",57852177,15852177,Snatched,2017,Action/Adventure
48,2012,Frankenweenie,39000000,"$35,287,788",81150788,42150788,Frankenweenie,2012,Family/Animation
57,2011,Hall Pass,68000000,"$45,060,734",87173475,19173475,Hall Pass,2011,Comedy
49,2010,A Nightmare on Elm Street,35000000,"$63,075,011",117729621,82729621,A Nightmare on Elm Street,2010,Horror
25,2011,The Lincoln Lawyer,40000000,"$58,009,200",87145086,47145086,The Lincoln Lawyer,2011,Drama
77,2013,Evil Dead,17000000,"$54,239,856",97778356,80778356,Evil Dead,2013,Horror
21,2018,BlacKkKlansman,15000000,"$49,275,340",93017335,78017335,BlacKkKlansman,2018,Dramedy
75,2016,Ouija: Origin of Evil,9000000,"$35,144,505",81831866,72831866,Ouija: Origin of Evil,2016,Horror
62,2011,Sucker Punch,75000000,"$36,392,502",89758389,14758389,Sucker Punch,2011,Action/Adventure
99,2018,I Feel Pretty,32000000,"$48,795,601",91553797,59553797,I Feel Pretty,2018,Comedy
48,2014,A Million Ways to Die in the West,40000000,"$42,720,965",86778557,46778557,A Million Ways to Die in the West,2014,Comedy
63,2013,The Internship,58000000,"$44,672,764",93672764,35672764,The Internship,2013,Comedy
32,2017,American Made,50000000,"$51,342,000",135569212,85569212,American Made,2017,Comedy
45,2016,War Dogs,50000000,"$43,034,523",86234503,36234503,War Dogs,2016,Dramedy
20,2014,Muppets Most Wanted,55000000,"$51,178,893",79312301,24312301,Muppets Most Wanted,2014,Comedy
85,2012,Contraband,25000000,"$66,528,000",98406855,73406855,Contraband,2012,Crime/Mystery
84,2018,Teen Titans Go! To the Movies,10000000,"$29,790,236",51620593,41620593,Teen Titans Go! To the Movies,2018,Family/Animation
65,2012,Abraham Lincoln: Vampire Hunter,67500000,"$37,519,139",137489730,69989730,Abraham Lincoln: Vampire Hunter,2012,Horror
73,2014,If I Stay,11000000,"$50,474,843",78356170,67356170,If I Stay,2014,Drama
96,2011,Abduction,35000000,"$28,087,155",86648359,51648359,Abduction,2011,Action/Thriller
43,2018,Book Club,10000000,"$68,566,296",91113683,81113683,Book Club,2018,Dramedy
87,2012,The Lucky One,25000000,"$60,457,138",96633833,71633833,The Lucky One,2012,Drama
61,2010,Hereafter,50000000,"$32,746,941",108660270,58660270,Hereafter,2010,Drama
59,2010,Marmaduke,50000000,"$33,644,788",89895930,39895930,Marmaduke,2010,Family/Animation
6,2014,John Wick,30000000,"$43,037,835",76235001,46235001,John Wick,2014,Action/Thriller
95,2013,About Time,12000000,"$15,323,921",89309178,77309178,About Time,2013,Dramedy
41,2014,The Judge,50000000,"$47,119,388",76119388,26119388,The Judge,2014,Drama
6,2011,The Inbetweeners Movie,5700000,"$35,955",86051320,80351320,The Inbetweeners Movie,2011,Comedy
13,2016,Collateral Beauty,36000000,"$31,016,021",85309093,49309093,Collateral Beauty,2016,Drama
64,2010,Life as We Know It,38000000,"$53,374,681",105887837,67887837,Life as We Know It,2010,Dramedy
40,2017,A Bad Moms Christmas,28000000,"$72,110,659",127710550,99710550,A Bad Moms Christmas,2017,Comedy
81,2012,The Possession,14000000,"$49,130,588",82925064,68925064,The Possession,2012,Horror
15,2010,The Last Exorcism,1800000,"$41,034,350",70165900,68365900,The Last Exorcism,2010,Horror
92,2015,Southpaw,30000000,"$52,421,953",94156456,64156456,Southpaw,2015,Drama
68,2013,The Host,50000000,"$26,623,701",64477051,14477051,The Host,2013,Action/Adventure
17,2016,The Boss,29000000,"$63,077,560",78652207,49652207,The Boss,2016,Comedy
45,2012,This Is 40,35000000,"$67,544,505",90221182,55221182,This Is 40,2012,Comedy
29,2010,Love & Other Drugs,30000000,"$32,367,005",102716321,72716321,Love & Other Drugs,2010,Dramedy
76,2011,J. Edgar,35000000,"$37,306,030",84606030,49606030,J. Edgar,2011,Dramedy
69,2014,Brick Mansions,28000000,"$20,396,829",73421224,45421224,Brick Mansions,2014,Crime/Mystery
90,2010,Legend of the Guardians: The Owls of Ga'Hoole,100000000,"$55,675,313",139716717,39716717,Legend of the Guardians: The Owls of Ga'Hoole,2010,Family/Animation
27,2013,Snowpiercer,40000000,"$4,563,029",88069880,48069880,Snowpiercer,2013,Drama
50,2011,The Eagle,25000000,"$19,490,041",38993548,13993548,The Eagle,2011,Action/Adventure
86,2012,What to Expect When You're Expecting,37500000,"$41,152,203",88473016,50973016,What to Expect When You're Expecting,2012,Dramedy
7,2015,Paranormal Activity: The Ghost Dimension,10000000,"$18,297,124",77959374,67959374,Paranormal Activity: The Ghost Dimension,2015,Horror
47,2017,The Ballerina,30000000,"$21,858,070",96892829,66892829,The Ballerina,2017,Horror
34,2015,Spotlight,20000000,"$45,055,776",92088460,72088460,Spotlight,2015,Drama
1,2011,"Big Mommas: Like Father, Like Son",32000000,"$37,915,414",82332450,50332450,"Big Mommas: Like Father, Like Son",2011,Crime/Mystery
11,2014,Son of God,22000000,"$59,700,064",70949793,48949793,Son of God,2014,Biography/Historical
36,2014,Think Like a Man Too,24000000,"$65,028,687",70027933,46027933,Think Like a Man Too,2014,Comedy
72,2011,Tinker Tailor Soldier Spy,21000000,"$24,149,393",81452811,60452811,Tinker Tailor Soldier Spy,2011,Crime/Mystery
14,2014,Unfriended,1000000,"$32,789,645",64364198,63364198,Unfriended,2014,Horror
35,2018,The Nutcracker and the Four Realms,132900000,"$54,858,851",170293899,37393899,The Nutcracker and the Four Realms,2018,Family/Animation
54,2010,Kick-Ass,28000000,"$48,071,303",97531134,69531134,Kick-Ass,2010,Comedy
73,2015,The Second Best Exotic Marigold Hotel,10000000,"$33,078,266",90384306,80384306,The Second Best Exotic Marigold Hotel,2015,Dramedy
26,2013,Snitch,15000000,"$42,930,462",57907734,42907734,Snitch,2013,Action/Thriller
1,2015,In the Heart of the Sea,100000000,"$25,020,758",89693309,-10306691,In the Heart of the Sea,2015,Biography/Historical
62,2015,Poltergeist,35000000,"$47,425,125",95713069,60713069,Poltergeist,2015,Horror
25,2014,Selma,20000000,"$52,076,908",66776576,46776576,Selma,2014,Biography/Historical
36,2011,Drive,15000000,"$35,060,689",81357930,66357930,Drive,2011,Drama
54,2010,Killers,75000000,"$47,059,963",95572749,20572749,Killers,2010,Comedy
33,2013,Pain & Gain,26000000,"$49,875,291",81275291,55275291,Pain & Gain,2013,Crime/Mystery
88,2012,Savages,45000000,"$47,323,100",82513490,37513490,Savages,2012,Drama
2,2014,The Giver,25000000,"$45,090,374",66540205,41540205,The Giver,2014,Drama
15,2010,The Last Song,20000000,"$62,950,384",92678948,72678948,The Last Song,2010,Drama
90,2018,I Can Only Imagine,7000000,"$83,482,352",85604221,78604221,I Can Only Imagine,2018,Biography/Historical
22,2010,Get Him to the Greek,40000000,"$61,153,526",91455875,51455875,Get Him to the Greek,2010,Comedy
38,2013,My Lucky Star,8000000,$0,21970000,13970000,My Lucky Star,2013,Action/Adventure
24,2010,Burlesque,55000000,"$39,440,655",90552675,35552675,Burlesque,2010,Drama
23,2015,Tomorrowland,170000000,"$93,436,322",206627518,36627518,Tomorrowland,2015,Family/Animation
28,2013,Escape from Planet Earth,40000000,"$57,012,977",74156610,34156610,Escape from Planet Earth,2013,Family/Animation
24,2014,Seventh Son,95000000,"$17,725,785",108874967,13874967,Seventh Son,2014,Action/Adventure
81,2019,The Secret Life of Pets 2,80000000,"$63,795,655",113351496,33351496,The Secret Life of Pets 2,2019,Family/Animation
61,2013,Scary Movie 5,20000000,"$32,015,787",78613981,58613981,Scary Movie 5,2013,Comedy
68,2015,Paper Towns,12000000,"$32,000,304",85450484,73450484,Paper Towns,2015,Dramedy
100,2015,Sicario,30000000,"$46,889,293",84393749,54393749,Sicario,2015,Crime/Mystery
30,2016,Manchester by the Sea,8500000,"$47,695,371",77733867,69233867,Manchester by the Sea,2016,Drama
51,2010,Dinner for Schmucks,69000000,"$73,026,337",86796502,17796502,Dinner for Schmucks,2010,Comedy
43,2014,Jersey Boys,40000000,"$47,047,013",65282732,25282732,Jersey Boys,2014,Biography/Historical
100,2011,The Rite,37000000,"$33,047,633",97143987,60143987,The Rite,2011,Horror
58,2018,A Wrinkle in Time,103000000,"$100,478,608",133401882,30401882,A Wrinkle in Time,2018,Family/Animation
14,2012,John Carter,275000000,"$73,058,679",282778100,7778100,John Carter,2012,Action/Adventure
88,2016,The Wild Life,13000000,"$8,005,586",42446455,29446455,The Wild Life,2016,Family/Animation
64,2018,The Darkest Minds,34000000,"$12,695,691",38361428,4361428,The Darkest Minds,2018,Action/Adventure
52,2010,Piranha 3D,24000000,"$25,003,155",83660160,59660160,Piranha 3D,2010,Comedy
58,2012,To Rome with Love,21500000,"$16,684,352",74326015,52826015,To Rome with Love,2012,Comedy
56,2018,Hereditary,10000000,"$44,069,456",70133905,60133905,Hereditary,2018,Horror
90,2014,God's Not Dead,1150000,"$60,755,732",63777092,62627092,God's Not Dead,2014,Drama
41,2013,The Book Thief,19000000,"$21,488,481",76086711,57086711,The Book Thief,2013,Drama
73,2016,Mike and Dave Need Wedding Dates,33000000,"$46,009,673",75898100,42898100,Mike and Dave Need Wedding Dates,2016,Comedy
8,2015,Hitman: Agent 47,35000000,"$22,467,450",82182803,47182803,Hitman: Agent 47,2015,Crime/Mystery
52,2012,Here Comes the Boom,42000000,"$45,290,318",73239258,31239258,Here Comes the Boom,2012,Comedy
13,2012,Anna Karenina,49000000,"$12,816,367",71004627,22004627,Anna Karenina,2012,Drama
91,2015,Jupiter Ascending,179000000,"$47,482,519",181982519,2982519,Jupiter Ascending,2015,Action/Adventure
68,2016,The Boy,10000000,"$35,819,556",68220952,58220952,The Boy,2016,Horror
50,2016,Miracles from Heaven,13000000,"$61,705,123",73798736,60798736,Miracles from Heaven,2016,Biography/Historical
67,2014,A Walk Among the Tombstones,28000000,"$26,017,685",62108587,34108587,A Walk Among the Tombstones,2014,Crime/Mystery
61,2018,Overboard,12000000,"$50,316,123",85369830,73369830,Overboard,2018,Comedy
66,2013,Jack the Giant Slayer,195000000,"$65,187,603",197687603,2687603,Jack the Giant Slayer,2013,Action/Adventure
73,2015,The Wedding Ringer,23000000,"$64,460,211",80171596,57171596,The Wedding Ringer,2015,Comedy
62,2014,Earth to Echo,13000000,"$38,934,842",42174545,29174545,Earth to Echo,2014,Family/Animation
8,2010,Edge of Darkness,60000000,"$43,313,890",82812456,22812456,Edge of Darkness,2010,Crime/Mystery
85,2017,The Upside,37500000,"$108,235,497",119024536,81524536,The Upside,2017,Dramedy
76,2011,The Ides of March,23000000,"$40,962,534",77735925,54735925,The Ides of March,2011,Drama
33,2012,Moonrise Kingdom,16000000,"$45,512,466",68848446,52848446,Moonrise Kingdom,2012,Dramedy
80,2010,Alpha and Omega,20000000,"$25,107,267",48958353,28958353,Alpha and Omega,2010,Family/Animation
73,2013,The Best Man Holiday,17000000,"$70,525,195",72835710,55835710,The Best Man Holiday,2013,Dramedy
18,2016,Gods of Egypt,140000000,"$31,153,464",138836756,-1163244,Gods of Egypt,2016,Action/Adventure
34,2014,Deliver Us from Evil,30000000,"$30,577,122",87956618,57956618,Deliver Us from Evil,2014,Horror
95,2010,Takers,32000000,"$57,744,720",70587268,38587268,Takers,2010,Action/Thriller
23,2016,Ben-Hur,95000000,"$26,410,477",91669648,-3330352,Ben-Hur,2016,Action/Adventure
38,2017,Rings,25000000,"$27,793,018",82917283,57917283,Rings,2017,Horror
27,2012,The Watch,55000000,"$34,353,000",67130045,12130045,The Watch,2012,Comedy
74,2015,No Escape,5000000,"$27,288,872",42844516,37844516,No Escape,2015,Action/Thriller
72,2011,The Change-Up,52000000,"$37,243,418",75997067,23997067,The Change-Up,2011,Comedy
14,2012,Madea's Witness Protection,20000000,"$65,653,242",66950887,46950887,Madea's Witness Protection,2012,Dramedy
89,2010,Letters to Juliet,30000000,"$53,032,453",82148538,52148538,Letters to Juliet,2010,Dramedy
37,2012,The Five-Year Engagement,30000000,"$28,700,285",61623819,31623819,The Five-Year Engagement,2012,Comedy
